voter_id,documento_hash,edad,fecha_nacimiento,fecha_defuncion,estado_documento,condicion_legal,habilitado_legalmente,estado_padron,municipio,zona_id,circunscripcion_autorizada,mesa_asignada
V000208,52d936ca399f3c105ab7,64,1962-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000209,e8042fb308412e6fffc0,72,1954-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V000210,9a93967295a282149bc6,57,1969-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V000211,6b842514c16c216006c4,69,1957-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V000212,6922b93a878124e6bdd7,33,1993-06-03,,cancelado,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000213,44855f925999e4d6b5d2,30,1996-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000214,9831e4b41370d3a6a512,47,1979-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V000215,6099eb4cbf6242c9b6c3,36,1990-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V000216,9c3b86db57f636533092,34,1992-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V000217,80db607885253a29788b,80,1946-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V000218,904f2f30217cddfe14d9,36,1990-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000219,9055b2d93f707e59d4f6,75,1951-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000220,e8293abeb84d35346fcf,72,1954-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000221,305b0f589ea8fa10425e,79,1947-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V000222,4a4544c167d4cd582b39,40,1986-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V000223,13e3c6e2f4354964f13a,26,2000-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V000224,9f1779484e98ff0eef53,29,1997-06-03,2026-02-27,vigente,fallecido,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000225,acd29b6118d8adcf25a8,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V000226,21e29169b39e1a147465,75,1951-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000227,e49bc0abc78d64369f66,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V000228,8a2874005e1f6a43e4ab,51,1975-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V000229,a8fe7d0ac9c2d18dee75,65,1961-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V000230,f71635359ee97859b650,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V000231,45c0d8bc347905cc3303,33,1993-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-005
V000232,657d297c79c1fb34d9d7,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V000233,d7079a901f6e5cf80480,81,1945-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V000234,a6b0d79ba8641970ee40,80,1946-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V000235,da31a6828fc0cb92932d,86,1940-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000236,c55e455336c021ff4a7d,39,1987-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V000237,d99f6051f25b0de644e6,84,1942-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V000238,32767466316975c38b32,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000239,b287fcbc219ce920ed1f,33,1993-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000240,42f9c4fedf95c8eeed58,68,1958-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V000241,9d409184b19a9a6881b4,74,1952-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-024
V000242,b1a8964a837d29f2c0ba,46,1980-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000243,9d5ea30cce02bd90795a,86,1940-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000244,3f14c56318ef3219ed7f,64,1962-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000245,5b17a1158d1c3dfef52b,79,1947-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000246,bc03cc4837b8aff9608b,15,2011-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000247,724e02aed1ca1e103e3f,33,1993-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000248,25bacc726833744b1833,65,1961-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V000249,55728a62c9ff21ac026a,56,1970-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000250,1cddb0543a7e9707ae4c,50,1976-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000251,59009b4a5da23ce7460c,40,1986-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V000252,2242cd36113b99ff1a4f,27,1999-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V000253,cabbd0860d77ed37a01f,86,1940-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000254,5cb51b4bc5069c8c29b5,51,1975-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V000255,4807887c94cef191ff45,69,1957-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000256,fb4e78e89ffa270a43c6,27,1999-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V000257,065eb87d3886aea42c7f,36,1990-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000258,a3322bebb11f49b3af40,75,1951-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000259,b108f561fe2396b145b7,18,2008-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V000260,8dbeba39ecd0653b2ddb,86,1940-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V000261,d960ca26950003af6795,21,2005-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000262,7da8e7b78b174195debb,33,1993-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V000263,2dc9c5d8410f13872c23,41,1985-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000264,90a232d809bc3becf4d4,19,2007-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000265,88e19dd24474124d1db5,49,1977-06-03,2024-07-10,vigente,fallecido,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000266,ee52c21972e44aac6cf6,41,1985-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000267,35ff4b23f947227ce944,29,1997-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000268,55a791e69b97654646d9,67,1959-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V000269,0687b21cd52d544e8836,52,1974-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V000270,1bd46be8355fe0f7a44a,50,1976-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000271,b5cb2da0a50558281651,50,1976-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V000272,056fc68d17fc1af5c3be,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V000273,80fc4a53ae2d0176c0ca,68,1958-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000274,84476294541bddcaa39f,60,1966-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V000275,f70694d65ee64d451d80,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000276,b2dfc146510639395b57,84,1942-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000277,20c504027e92b2b58030,82,1944-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000278,0cdc23bdaffa527323bd,50,1976-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V000279,ff2e30cc7290e668f1ce,57,1969-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V000280,06f3f5bc76351203f6f6,60,1966-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000281,aa4f2517525a972504d2,61,1965-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000282,44b5af55a026579d5135,46,1980-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000283,07a263b6179d1a836bbe,30,1996-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V000284,bdddc8667079d2c251c3,29,1997-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000285,404844c4d85d80a6ea41,63,1963-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000286,49aca3f1bbd8c5a7628a,19,2007-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V000287,16ef7993b03fa8762dfc,52,1974-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000288,b310e52702543bb5100d,25,2001-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V000289,e684b65832676fa0228d,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-006
V000290,0f6d3049a496a71d14fe,51,1975-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000291,e4760e1847478e830e70,24,2002-06-03,2025-12-27,vigente,fallecido,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000292,8e48a0d8ed6d664c926e,85,1941-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V000293,246586bcf3cb89b37bbc,75,1951-06-04,,vigente,privado_libertad,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V000294,10ccc155ccae425bb527,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000295,70e6c329dc9fd1b22feb,53,1973-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000296,e756502f565ccb9fadb2,38,1988-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V000297,6688d4dc157b99fda6f9,53,1973-06-03,,vigente,privado_libertad,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V000298,ed3a81277fd1554a4400,27,1999-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000299,8ac2b3fefeef9b1f3ced,90,1936-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000300,a9a3c7d7d0e6d50da5ef,41,1985-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V000301,fbd9ad0afa40ebeeb57c,81,1945-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V000302,3b0b4b1cb4fbd3e5b7be,66,1960-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V000303,45ec71bce18a6d61f753,53,1973-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V000304,4b361f79b58f6a9802ea,41,1985-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V000305,828bd21914eafeb24bde,40,1986-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V000306,76b5dd08610e598c1da7,79,1947-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V000307,2302e0b51e5421c02964,54,1972-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V000308,7f3b409a2423a03857fc,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000309,dc355d4de379ac8077bd,72,1954-06-03,,cancelado,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000310,834cb15a4d89e8ba2d10,30,1996-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000311,3b4a6488ed4e7ff47b20,40,1986-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000312,4f61e0ddbd3072d5a1d3,47,1979-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000313,20f7bcc61c40d44f1415,34,1992-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000314,3940cb1e0ef572be1640,79,1947-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000315,b7c1f52c12e069e9ee8d,30,1996-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V000316,ddc8cdd84500f1a51914,76,1950-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000317,e559416ddc58db4f6527,36,1990-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V000318,5b99e4b15ccbc7e8f52b,66,1960-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V000319,b4dd3f1337ae7f823be0,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V000320,9fcc5b99860e435c2ae4,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000321,092215b3ce2c8eb6ec0e,36,1990-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V000322,c95bc5f81dd1ae403146,26,2000-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V000323,3acb95f39c76e9378710,88,1938-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000324,270743fc3000647a5db2,45,1981-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000325,455506a4d1b0dbccdc4b,125,1901-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000326,0ea71dbce17c6c7cdf65,33,1993-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V000327,7cf227e9b20270bc16e0,86,1940-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000328,0a6c6d7ec96a74fe68d3,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V000329,cbdd1f361839c4360b0a,42,1984-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000330,cd10dd5d678fc166d1ea,69,1957-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000331,04265417bbe72f8bf639,70,1956-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000332,46c7a64ebcc782d77cd3,40,1986-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000333,733b4f9bee596dbd06c0,33,1993-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000334,16c650aeacf3b170d369,74,1952-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V000335,b14a80d6a9499d350d2b,56,1970-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000336,e384f754b9d5835bb462,70,1956-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000337,7a0b742fc16a18a83347,59,1967-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000338,6abcaed05cc8c4a5a247,75,1951-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000339,77ce07989b8120e7fe2e,56,1970-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000340,2b1602ebcbb00f99db55,31,1995-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000341,fc2f2ced1d6896542891,22,2004-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V000342,52c64c28b90d6681d3e9,52,1974-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000343,c8433a19b78617311aec,35,1991-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000344,16a09ca04afcb0213e04,16,2010-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V000345,e1667aa123dda13bdb11,75,1951-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000346,aabc083a603509c1239e,34,1992-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000347,9187ad6732e1e825dbc2,24,2002-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V000348,fe1626de5008dc8985f8,63,1963-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000349,0a3afea99e6951acaed7,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000350,e08759a012669fa2b7bb,57,1969-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000351,12319f0ab95af43f5a68,59,1967-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000352,df1c30e06e0e2d01a9f8,26,2000-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000353,53abf04a355b25a2c260,67,1959-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V000354,6e4380ad5589a4bb20b3,44,1982-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V000355,a80dcb0c8190c9e97f0a,83,1943-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V000356,c3c55c66192adf579864,22,2004-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000357,861a88ba4fdb8ef0cdb1,46,1980-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V000358,1fc6a80e90b5063cd2d1,54,1972-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V000359,d51ff4df869986f02450,55,1971-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000360,20388d9f700d7356efb4,25,2001-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000361,16f0f4d6422ebf56d6a4,82,1944-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000362,aa7101e0547863a1200a,34,1992-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000363,f7a53f484efba1aa6d5e,88,1938-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000364,7a416840ba16c0f2c9e5,62,1964-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000365,9166a9ba70d0104c52a1,21,2005-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V000366,7aa6c5dad463b9d68a73,53,1973-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V000367,7785c427cb346f4133ff,87,1939-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000368,c4194646d46f10938384,48,1978-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V000369,31c8c4ad577dbd9a1879,36,1990-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000370,48b83eae1ea31e207fc5,78,1948-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000371,69d38c770eee8c74d7c2,71,1955-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-024
V000372,968c42503ee0553815c9,56,1970-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V000373,0441cbc606124df10cb2,36,1990-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000374,8d4b2b19f01bed9b46b2,56,1970-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V000375,40a67d3e7302df87f701,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V000376,4ab7823ea3b2fc63f796,62,1964-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V000377,f90992d07d75beccc4ad,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V000378,b573fddc13c90fed66a7,75,1951-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000379,3194df87c6b86c4d45dd,37,1989-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V000380,de6ed8ee35bbb77fff0f,89,1937-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V000381,164f690771fd1ce94085,78,1948-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V000382,74ab4b03a9fb39159aff,56,1970-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V000383,c6f69293b9ce7bf43a81,18,2008-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V000384,1e5ac49a56fee3139010,20,2006-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000385,bc44f358e4b08d110f09,79,1947-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000386,c299fc40633ae89e48ed,80,1946-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000387,4657127335b6fb4846a4,42,1984-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V000388,528771a00021c026de20,73,1953-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000389,db2a7424267b4bd54338,50,1976-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V000390,a7821cae12e6903800b8,55,1971-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000391,388257971cfba429808c,23,2003-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V000392,e2073cd64d259639ee07,75,1951-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000393,59b1fe4305a9669ba40a,61,1965-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000394,06de6de7c0f767c5c6f9,62,1964-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V000395,fba6a8658bb90047b51f,49,1977-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V000396,57ef36062df94854bdb9,62,1964-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000397,c8fcb7893cbaeb970067,78,1948-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V000398,cd9113433eb7a5db41df,64,1962-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V000399,b69c3919f781d672c112,38,1988-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V000400,357734b375b8e92ab321,53,1973-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V000401,c47581a74eef3c75193f,36,1990-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000402,c5e072221764a46ca1c8,37,1989-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V000403,862cc4f7717176bff5d5,74,1952-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000404,880b28d5b97a31030702,35,1991-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V000405,bc04e4f9c90ecf66ab1c,64,1962-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000406,ac0e15355f5a0d318bb4,66,1960-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000407,8ff3357de7f847b97146,31,1995-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000408,3ab47a3a83fd95974867,32,1994-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V000409,8ebf2382d549a141bf87,48,1978-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000410,16b626be96e7d45a050e,18,2008-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000411,a2c5a5f9f2d1fd4019a7,71,1955-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000412,d2489aa020327792a263,20,2006-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000413,8438979d74ef67acf50d,33,1993-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000414,dc92d98ef085c0cfcf76,74,1952-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V000415,643141f56e87f13ecdf8,29,1997-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000416,d0b312f1230528f74528,33,1993-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
